"REF_DATE","Products and product groups","VALUE"
"1989-01","Tobacco products and smokers' supplies",47.1
"1989-02","All-items",73.2
"1989-02","Meat",73.6
"1989-02","Fish, seafood and other marine products",77.2
"1989-02","Dairy products and eggs",77.2
"1989-02","Bakery and cereal products (excluding baby food)",76.8
"1989-02","Fruit, fruit preparations and nuts",78.7
"1989-02","Vegetables and vegetable preparations",90.8
"1989-02","Other food products and non-alcoholic beverages",84
"1989-02","Food purchased from restaurants",67.8
"1989-02","Rented accommodation",77
"1989-02","Mortgage interest cost",94.6
"1989-02","Homeowners' replacement cost",86.8
"1989-02","Property taxes and other special charges",66.3
"1989-02","Homeowners' home and mortgage insurance",71.8
"1989-02","Homeowners' maintenance and repairs",75.8
"1989-02","Electricity",64
"1989-02","Water",56.5
"1989-02","Natural gas",57.5
"1989-02","Fuel oil and other fuels",60.1
"1989-02","Communications",82.9
"1989-02","Child care and housekeeping services",69.6
"1989-02","Household cleaning products",89.7
"1989-02","Paper, plastic and aluminum foil supplies",72.6
"1989-02","Other household goods and services",75.8
"1989-02","Furniture",83.1
"1989-02","Household textiles",86.1
"1989-02","Household equipment",96.2
"1989-02","Services related to household furnishings and equipment",62.7
"1989-02","Clothing",84.2
"1989-02","Footwear",82.8
"1989-02","Clothing accessories, watches and jewellery",90.8
"1989-02","Clothing material, notions and services",71
"1989-02","Purchase of passenger vehicles",76.6
"1989-02","Rental of passenger vehicles",72.1
"1989-02","Gasoline",66.3
"1989-02","Passenger vehicle parts, maintenance and repairs",75.7
"1989-02","Other passenger vehicle operating expenses",53.2
"1989-02","Local and commuter transportation",56.5
"1989-02","Inter-city transportation",39.5
"1989-02","Health care goods",79.4
"1989-02","Health care services",61.9
"1989-02","Personal care supplies and equipment",86.3
"1989-02","Personal care services",64.7
"1989-02","Recreational equipment and services (excluding recreational vehicles)",131.9
"1989-02","Purchase of recreational vehicles and outboard motors",70.5
"1989-02","Operation of recreational vehicles",63.9
"1989-02","Home entertainment equipment, parts and services",110.7
"1989-02","Travel services",62.3
"1989-02","Other cultural and recreational services",55.3
"1989-02","Education",39.9
"1989-02","Reading material (excluding textbooks)",59.5
"1989-02","Alcoholic beverages served in licensed establishments",68.6
"1989-02","Alcoholic beverages purchased from stores",71.1
"1989-02","Tobacco products and smokers' supplies",47.2
"1989-03","All-items",73.6
"1989-03","Meat",74
"1989-03","Fish, seafood and other marine products",77
"1989-03","Dairy products and eggs",76.9
"1989-03","Bakery and cereal products (excluding baby food)",77.3
"1989-03","Fruit, fruit preparations and nuts",80.9
"1989-03","Vegetables and vegetable preparations",84.2
"1989-03","Other food products and non-alcoholic beverages",85
"1989-03","Food purchased from restaurants",68.1
"1989-03","Rented accommodation",77.1
"1989-03","Mortgage interest cost",95.6
"1989-03","Homeowners' replacement cost",88.2
"1989-03","Property taxes and other special charges",66.3
"1989-03","Homeowners' home and mortgage insurance",72.8
"1989-03","Homeowners' maintenance and repairs",75.8
"1989-03","Electricity",64
"1989-03","Water",56.5
"1989-03","Natural gas",57.5
"1989-03","Fuel oil and other fuels",60.6
"1989-03","Communications",82.9
"1989-03","Child care and housekeeping services",69.7
"1989-03","Household cleaning products",90.2
"1989-03","Paper, plastic and aluminum foil supplies",73.6
"1989-03","Other household goods and services",76.2
"1989-03","Furniture",83.1
"1989-03","Household textiles",87.9
"1989-03","Household equipment",97.2
"1989-03","Services related to household furnishings and equipment",64.3
"1989-03","Clothing",84.4
"1989-03","Footwear",83.8
"1989-03","Clothing accessories, watches and jewellery",90.8
"1989-03","Clothing material, notions and services",71.2
"1989-03","Purchase of passenger vehicles",76.6
"1989-03","Rental of passenger vehicles",73.7
"1989-03","Gasoline",67
"1989-03","Passenger vehicle parts, maintenance and repairs",75.7
"1989-03","Other passenger vehicle operating expenses",53.2
"1989-03","Local and commuter transportation",56.5
"1989-03","Inter-city transportation",42.4
"1989-03","Health care goods",79.9
"1989-03","Health care services",61.9
"1989-03","Personal care supplies and equipment",86.3
"1989-03","Personal care services",64.7
"1989-03","Recreational equipment and services (excluding recreational vehicles)",132.5
"1989-03","Purchase of recreational vehicles and outboard motors",70.6
"1989-03","Operation of recreational vehicles",64.3
"1989-03","Home entertainment equipment, parts and services",110.7
"1989-03","Travel services",64.2
"1989-03","Other cultural and recreational services",55.4
"1989-03","Education",40.1
"1989-03","Reading material (excluding textbooks)",59.6
"1989-03","Alcoholic beverages served in licensed establishments",68.6
"1989-03","Alcoholic beverages purchased from stores",71.1
"1989-03","Tobacco products and smokers' supplies",47.3
"1989-04","All-items",73.8
"1989-04","Meat",74.4
"1989-04","Fish, seafood and other marine products",77.6
"1989-04","Dairy products and eggs",77
"1989-04","Bakery and cereal products (excluding baby food)",77.5
"1989-04","Fruit, fruit preparations and nuts",82.1
"1989-04","Vegetables and vegetable preparations",85.3
"1989-04","Other food products and non-alcoholic beverages",84.5
"1989-04","Food purchased from restaurants",68.3
"1989-04","Rented accommodation",77.6
"1989-04","Mortgage interest cost",96.8
"1989-04","Homeowners' replacement cost",89
"1989-04","Property taxes and other special charges",66.3
"1989-04","Homeowners' home and mortgage insurance",73.2
"1989-04","Homeowners' maintenance and repairs",78.6
"1989-04","Electricity",64.1
"1989-04","Water",56.6
"1989-04","Natural gas",55.3
"1989-04","Fuel oil and other fuels",61.1
"1989-04","Communications",83.3
"1989-04","Child care and housekeeping services",70
"1989-04","Household cleaning products",89.9
"1989-04","Paper, plastic and aluminum foil supplies",73.7
"1989-04","Other household goods and services",76.5
"1989-04","Furniture",83.7
"1989-04","Household textiles",87.5
"1989-04","Household equipment",97.5
"1989-04","Services related to household furnishings and equipment",64.3
"1989-04","Clothing",83.6
"1989-04","Footwear",84.4
"1989-04","Clothing accessories, watches and jewellery",90.8
"1989-04","Clothing material, notions and services",71.2
"1989-04","Purchase of passenger vehicles",76.6
"1989-04","Rental of passenger vehicles",73.7
"1989-04","Gasoline",68.8
"1989-04","Passenger vehicle parts, maintenance and repairs",77.5
"1989-04","Other passenger vehicle operating expenses",53.4
"1989-04","Local and commuter transportation",56.5
"1989-04","Inter-city transportation",39.9
"1989-04","Health care goods",80.3
"1989-04","Health care services",64.6
"1989-04","Personal care supplies and equipment",85.9
"1989-04","Personal care services",64.7
"1989-04","Recreational equipment and services (excluding recreational vehicles)",133
"1989-04","Purchase of recreational vehicles and outboard motors",71.5
"1989-04","Operation of recreational vehicles",65.1
"1989-04","Home entertainment equipment, parts and services",110.9
"1989-04","Travel services",64.3
"1989-04","Other cultural and recreational services",55.3
"1989-04","Education",40.1
"1989-04","Reading material (excluding textbooks)",59.6
"1989-04","Alcoholic beverages served in licensed establishments",68.6
"1989-04","Alcoholic beverages purchased from stores",71.3
"1989-04","Tobacco products and smokers' supplies",47.5
"1989-05","All-items",74.6
"1989-05","Meat",73.8
"1989-05","Fish, seafood and other marine products",77.7
"1989-05","Dairy products and eggs",77.3
"1989-05","Bakery and cereal products (excluding baby food)",77.2
"1989-05","Fruit, fruit preparations and nuts",83.6
"1989-05","Vegetables and vegetable preparations",92.4
"1989-05","Other food products and non-alcoholic beverages",84.2
"1989-05","Food purchased from restaurants",68.6
"1989-05","Rented accommodation",77.7
"1989-05","Mortgage interest cost",98
"1989-05","Homeowners' replacement cost",89.5
"1989-05","Property taxes and other special charges",66.3
"1989-05","Homeowners' home and mortgage insurance",73.6
"1989-05","Homeowners' maintenance and repairs",76.1
"1989-05","Electricity",65.2
"1989-05","Water",56.6
"1989-05","Natural gas",55.2
"1989-05","Fuel oil and other fuels",61.5
"1989-05","Communications",83.6
"1989-05","Child care and housekeeping services",70
"1989-05","Household cleaning products",90.5
"1989-05","Paper, plastic and aluminum foil supplies",74.4
"1989-05","Other household goods and services",76.5
"1989-05","Furniture",83.7
"1989-05","Household textiles",86.8
"1989-05","Household equipment",98.1
"1989-05","Services related to household furnishings and equipment",64.4
"1989-05","Clothing",84.4
"1989-05","Footwear",84.4
"1989-05","Clothing accessories, watches and jewellery",91.9
"1989-05","Clothing material, notions and services",71.9
"1989-05","Purchase of passenger vehicles",76.6
"1989-05","Rental of passenger vehicles",73.7
"1989-05","Gasoline",73.3
"1989-05","Passenger vehicle parts, maintenance and repairs",77.5
"1989-05","Other passenger vehicle operating expenses",53.5
"1989-05","Local and commuter transportation",56.6
"1989-05","Inter-city transportation",39.2
"1989-05","Health care goods",80.3
"1989-05","Health care services",64.6
"1989-05","Personal care supplies and equipment",86.1
"1989-05","Personal care services",65.4
"1989-05","Recreational equipment and services (excluding recreational vehicles)",134.1
"1989-05","Purchase of recreational vehicles and outboard motors",72.4
"1989-05","Operation of recreational vehicles",66.2
"1989-05","Home entertainment equipment, parts and services",110.9
"1989-05","Travel services",65.4
"1989-05","Other cultural and recreational services",56.2
"1989-05","Education",40.1
"1989-05","Reading material (excluding textbooks)",60
"1989-05","Alcoholic beverages served in licensed establishments",69.5
"1989-05","Alcoholic beverages purchased from stores",72.1
"1989-05","Tobacco products and smokers' supplies",55.8
"1989-06","All-items",74.9
"1989-06","Meat",74.5
"1989-06","Fish, seafood and other marine products",77.7
"1989-06","Dairy products and eggs",77.4
"1989-06","Bakery and cereal products (excluding baby food)",77.4
"1989-06","Fruit, fruit preparations and nuts",84.5
"1989-06","Vegetables and vegetable preparations",96.6
"1989-06","Other food products and non-alcoholic beverages",84.2
"1989-06","Food purchased from restaurants",68.7
"1989-06","Rented accommodation",78.1
"1989-06","Mortgage interest cost",99.2
"1989-06","Homeowners' replacement cost",89.6
"1989-06","Property taxes and other special charges",66.3
"1989-06","Homeowners' home and mortgage insurance",73.9
"1989-06","Homeowners' maintenance and repairs",76.4
"1989-06","Electricity",65.2
"1989-06","Water",56.7
"1989-06","Natural gas",55.4
"1989-06","Fuel oil and other fuels",61.5
"1989-06","Communications",83.9
"1989-06","Child care and housekeeping services",70
"1989-06","Household cleaning products",90.8
"1989-06","Paper, plastic and aluminum foil supplies",74.1
"1989-06","Other household goods and services",76.8
"1989-06","Furniture",85.2
"1989-06","Household textiles",85.6
"1989-06","Household equipment",98
"1989-06","Services related to household furnishings and equipment",64.4
"1989-06","Clothing",83.7
"1989-06","Footwear",84
"1989-06","Clothing accessories, watches and jewellery",91.9
"1989-06","Clothing material, notions and services",71.8
"1989-06","Purchase of passenger vehicles",77.4
"1989-06","Rental of passenger vehicles",76.2
"1989-06","Gasoline",74.1
"1989-06","Passenger vehicle parts, maintenance and repairs",77.7
"1989-06","Other passenger vehicle operating expenses",54.8
"1989-06","Local and commuter transportation",57
"1989-06","Inter-city transportation",41
"1989-06","Health care goods",80.3
"1989-06","Health care services",64.6
"1989-06","Personal care supplies and equipment",86
"1989-06","Personal care services",65.4
"1989-06","Recreational equipment and services (excluding recreational vehicles)",134.1
"1989-06","Purchase of recreational vehicles and outboard motors",72.5
"1989-06","Operation of recreational vehicles",67
"1989-06","Home entertainment equipment, parts and services",110.6
"1989-06","Travel services",65.6
"1989-06","Other cultural and recreational services",56.5
"1989-06","Education",40.1
"1989-06","Reading material (excluding textbooks)",59.8
"1989-06","Alcoholic beverages served in licensed establishments",69.6
"1989-06","Alcoholic beverages purchased from stores",72.4
"1989-06","Tobacco products and smokers' supplies",56.1
"1989-07","All-items",75.4
"1989-07","Meat",75.7
"1989-07","Fish, seafood and other marine products",77.9
"1989-07","Dairy products and eggs",77.5
"1989-07","Bakery and cereal products (excluding baby food)",78.1
"1989-07","Fruit, fruit preparations and nuts",86.3
"1989-07","Vegetables and vegetable preparations",95.7
"1989-07","Other food products and non-alcoholic beverages",85.1
"1989-07","Food purchased from restaurants",69.5
"1989-07","Rented accommodation",78.4
"1989-07","Mortgage interest cost",100.2
"1989-07","Homeowners' replacement cost",90.2
"1989-07","Property taxes and other special charges",66.3
"1989-07","Homeowners' home and mortgage insurance",74.3
"1989-07","Homeowners' maintenance and repairs",77.3
"1989-07","Electricity",65.2
"1989-07","Water",57.7
"1989-07","Natural gas",53
"1989-07","Fuel oil and other fuels",61.5
"1989-07","Communications",83.7
"1989-07","Child care and housekeeping services",70
"1989-07","Household cleaning products",91
"1989-07","Paper, plastic and aluminum foil supplies",74.8
"1989-07","Other household goods and services",77.4
"1989-07","Furniture",85.2
"1989-07","Household textiles",87.5
"1989-07","Household equipment",98
"1989-07","Services related to household furnishings and equipment",65.1
"1989-07","Clothing",84.6
"1989-07","Footwear",82.5
"1989-07","Clothing accessories, watches and jewellery",92
"1989-07","Clothing material, notions and services",71.9
"1989-07","Purchase of passenger vehicles",77.4
"1989-07","Rental of passenger vehicles",76.2
"1989-07","Gasoline",75.5
"1989-07","Passenger vehicle parts, maintenance and repairs",78.8
"1989-07","Other passenger vehicle operating expenses",55
"1989-07","Local and commuter transportation",57.5
"1989-07","Inter-city transportation",45.9
"1989-07","Health care goods",80.7
"1989-07","Health care services",64.6
"1989-07","Personal care supplies and equipment",86.8
"1989-07","Personal care services",65.4
"1989-07","Recreational equipment and services (excluding recreational vehicles)",134.2
"1989-07","Purchase of recreational vehicles and outboard motors",72.5
"1989-07","Operation of recreational vehicles",67.6
"1989-07","Home entertainment equipment, parts and services",110.6
"1989-07","Travel services",67.4
"1989-07","Other cultural and recreational services",56.7
"1989-07","Education",40.1
"1989-07","Reading material (excluding textbooks)",60
"1989-07","Alcoholic beverages served in licensed establishments",69.6
"1989-07","Alcoholic beverages purchased from stores",72.7
"1989-07","Tobacco products and smokers' supplies",56.5
"1989-08","All-items",75.5
"1989-08","Meat",75.6
"1989-08","Fish, seafood and other marine products",78.4
"1989-08","Dairy products and eggs",77.7
"1989-08","Bakery and cereal products (excluding baby food)",78.5
"1989-08","Fruit, fruit preparations and nuts",88.1
"1989-08","Vegetables and vegetable preparations",82.8
"1989-08","Other food products and non-alcoholic beverages",85.5
"1989-08","Food purchased from restaurants",69.6
"1989-08","Rented accommodation",79
"1989-08","Mortgage interest cost",101.2
"1989-08","Homeowners' replacement cost",90.3
"1989-08","Property taxes and other special charges",66.3
"1989-08","Homeowners' home and mortgage insurance",74.2
"1989-08","Homeowners' maintenance and repairs",77.5
"1989-08","Electricity",65.2
"1989-08","Water",57.7
"1989-08","Natural gas",53
"1989-08","Fuel oil and other fuels",61.5
"1989-08","Communications",83.7
"1989-08","Child care and housekeeping services",70
"1989-08","Household cleaning products",91.2
"1989-08","Paper, plastic and aluminum foil supplies",75.2
"1989-08","Other household goods and services",77.9
"1989-08","Furniture",85.2
"1989-08","Household textiles",87.8
"1989-08","Household equipment",98.1
"1989-08","Services related to household furnishings and equipment",65.1
"1989-08","Clothing",85.2
"1989-08","Footwear",83.9
"1989-08","Clothing accessories, watches and jewellery",91.6
"1989-08","Clothing material, notions and services",72
"1989-08","Purchase of passenger vehicles",76.9
"1989-08","Rental of passenger vehicles",76.2
"1989-08","Gasoline",75.3
"1989-08","Passenger vehicle parts, maintenance and repairs",78.8
"1989-08","Other passenger vehicle operating expenses",55.6
"1989-08","Local and commuter transportation",57.5
"1989-08","Inter-city transportation",44.3
"1989-08","Health care goods",80.8
"1989-08","Health care services",64.6
"1989-08","Personal care supplies and equipment",87.4
"1989-08","Personal care services",66.5
"1989-08","Recreational equipment and services (excluding recreational vehicles)",135.6
"1989-08","Purchase of recreational vehicles and outboard motors",72.7
"1989-08","Operation of recreational vehicles",69.2
"1989-08","Home entertainment equipment, parts and services",110.6
"1989-08","Travel services",67.5
"1989-08","Other cultural and recreational services",56.7
"1989-08","Education",40.1
"1989-08","Reading material (excluding textbooks)",60.2
"1989-08","Alcoholic beverages served in licensed establishments",70.5
"1989-08","Alcoholic beverages purchased from stores",72.7
"1989-08","Tobacco products and smokers' supplies",56.6
"1989-09","All-items",75.6
"1989-09","Meat",76.5
"1989-09","Fish, seafood and other marine products",77.8
"1989-09","Dairy products and eggs",78.4
"1989-09","Bakery and cereal products (excluding baby food)",78.2
"1989-09","Fruit, fruit preparations and nuts",85.3
"1989-09","Vegetables and vegetable preparations",74.9
"1989-09","Other food products and non-alcoholic beverages",86.2
"1989-09","Food purchased from restaurants",69.9
"1989-09","Rented accommodation",79.3
"1989-09","Mortgage interest cost",102.2
"1989-09","Homeowners' replacement cost",90.3
"1989-09","Property taxes and other special charges",66.3
"1989-09","Homeowners' home and mortgage insurance",74.2
"1989-09","Homeowners' maintenance and repairs",76
"1989-09","Electricity",65.2
"1989-09","Water",57.8
"1989-09","Natural gas",52.9
"1989-09","Fuel oil and other fuels",61.7
"1989-09","Communications",83.7
"1989-09","Child care and housekeeping services",71.1
"1989-09","Household cleaning products",91.9
"1989-09","Paper, plastic and aluminum foil supplies",75
"1989-09","Other household goods and services",77.7
"1989-09","Furniture",83.9
"1989-09","Household textiles",87.6
"1989-09","Household equipment",98.1
"1989-09","Services related to household furnishings and equipment",65.1
"1989-09","Clothing",85.2
"1989-09","Footwear",84.5
"1989-09","Clothing accessories, watches and jewellery",92.9
"1989-09","Clothing material, notions and services",72.5
"1989-09","Purchase of passenger vehicles",77.4
"1989-09","Rental of passenger vehicles",82.2
"1989-09","Gasoline",75.2
"1989-09","Passenger vehicle parts, maintenance and repairs",78.8
"1989-09","Other passenger vehicle operating expenses",55.6
"1989-09","Local and commuter transportation",57.5
"1989-09","Inter-city transportation",41.7
"1989-09","Health care goods",80.9
"1989-09","Health care services",65
"1989-09","Personal care supplies and equipment",87
"1989-09","Personal care services",66.5
"1989-09","Recreational equipment and services (excluding recreational vehicles)",135.1
"1989-09","Purchase of recreational vehicles and outboard motors",72.8
"1989-09","Operation of recreational vehicles",69.4
"1989-09","Home entertainment equipment, parts and services",109.4
"1989-09","Travel services",67.5
"1989-09","Other cultural and recreational services",57.2
"1989-09","Education",42.1
"1989-09","Reading material (excluding textbooks)",61
"1989-09","Alcoholic beverages served in licensed establishments",70.5
"1989-09","Alcoholic beverages purchased from stores",72.7
"1989-09","Tobacco products and smokers' supplies",56.8
"1989-10","All-items",75.9
"1989-10","Meat",76.8
"1989-10","Fish, seafood and other marine products",76.6
"1989-10","Dairy products and eggs",79
"1989-10","Bakery and cereal products (excluding baby food)",79.3
"1989-10","Fruit, fruit preparations and nuts",84.1
"1989-10","Vegetables and vegetable preparations",77.9
"1989-10","Other food products and non-alcoholic beverages",85.3
"1989-10","Food purchased from restaurants",70.1
"1989-10","Rented accommodation",79.5
"1989-10","Mortgage interest cost",103
"1989-10","Homeowners' replacement cost",90.7
"1989-10","Property taxes and other special charges",70.8
"1989-10","Homeowners' home and mortgage insurance",74.9
"1989-10","Homeowners' maintenance and repairs",76.8
"1989-10","Electricity",65.2
"1989-10","Water",57.8
"1989-10","Natural gas",52.9
"1989-10","Fuel oil and other fuels",61.6
"1989-10","Communications",82.1
"1989-10","Child care and housekeeping services",72.6
"1989-10","Household cleaning products",92
"1989-10","Paper, plastic and aluminum foil supplies",75.9
"1989-10","Other household goods and services",78.1
"1989-10","Furniture",85.9
"1989-10","Household textiles",89.1
"1989-10","Household equipment",97.8
"1989-10","Services related to household furnishings and equipment",65
"1989-10","Clothing",85.2
"1989-10","Footwear",85.9
"1989-10","Clothing accessories, watches and jewellery",93.1
"1989-10","Clothing material, notions and services",72.5
"1989-10","Purchase of passenger vehicles",77.4
"1989-10","Rental of passenger vehicles",82.2
"1989-10","Gasoline",74.7
"1989-10","Passenger vehicle parts, maintenance and repairs",78.8
"1989-10","Other passenger vehicle operating expenses",55.6
"1989-10","Local and commuter transportation",57.5
"1989-10","Inter-city transportation",40.7
"1989-10","Health care goods",81.2
"1989-10","Health care services",65
"1989-10","Personal care supplies and equipment",88.1
"1989-10","Personal care services",66.5
"1989-10","Recreational equipment and services (excluding recreational vehicles)",135.9
"1989-10","Purchase of recreational vehicles and outboard motors",72.9
"1989-10","Operation of recreational vehicles",69.5
"1989-10","Home entertainment equipment, parts and services",109.4
"1989-10","Travel services",65.5
"1989-10","Other cultural and recreational services",58.1
"1989-10","Education",42.5
"1989-10","Reading material (excluding textbooks)",61
"1989-10","Alcoholic beverages served in licensed establishments",70.7
"1989-10","Alcoholic beverages purchased from stores",73
"1989-10","Tobacco products and smokers' supplies",56.9
"1989-11","All-items",76.1
"1989-11","Meat",75.9
"1989-11","Fish, seafood and other marine products",76.3
"1989-11","Dairy products and eggs",79.2
"1989-11","Bakery and cereal products (excluding baby food)",79.1
"1989-11","Fruit, fruit preparations and nuts",81.3
"1989-11","Vegetables and vegetable preparations",82.4
"1989-11","Other food products and non-alcoholic beverages",84.8
"1989-11","Food purchased from restaurants",70.4
"1989-11","Rented accommodation",79.7
"1989-11","Mortgage interest cost",104
"1989-11","Homeowners' replacement cost",91.1
"1989-11","Property taxes and other special charges",70.8
"1989-11","Homeowners' home and mortgage insurance",75.2
"1989-11","Homeowners' maintenance and repairs",74.9
"1989-11","Electricity",65.5
"1989-11","Water",57.8
"1989-11","Natural gas",54.1
"1989-11","Fuel oil and other fuels",61.7
"1989-11","Communications",82.1
"1989-11","Child care and housekeeping services",72.6
"1989-11","Household cleaning products",92.6
"1989-11","Paper, plastic and aluminum foil supplies",75.6
"1989-11","Other household goods and services",78.6
"1989-11","Furniture",85.9
"1989-11","Household textiles",87.2
"1989-11","Household equipment",98.5
"1989-11","Services related to household furnishings and equipment",65.5
"1989-11","Clothing",84.7
"1989-11","Footwear",85.6
"1989-11","Clothing accessories, watches and jewellery",91.9
"1989-11","Clothing material, notions and services",73.4
"1989-11","Purchase of passenger vehicles",79.3
"1989-11","Rental of passenger vehicles",82.2
"1989-11","Gasoline",74.9
"1989-11","Passenger vehicle parts, maintenance and repairs",80
"1989-11","Other passenger vehicle operating expenses",55.7
"1989-11","Local and commuter transportation",57.5
"1989-11","Inter-city transportation",40.4
"1989-11","Health care goods",81.8
"1989-11","Health care services",65
"1989-11","Personal care supplies and equipment",88.2
"1989-11","Personal care services",67.5
"1989-11","Recreational equipment and services (excluding recreational vehicles)",135.5
"1989-11","Purchase of recreational vehicles and outboard motors",73.9
"1989-11","Operation of recreational vehicles",69.9
"1989-11","Home entertainment equipment, parts and services",109.4
"1989-11","Travel services",65.5
"1989-11","Other cultural and recreational services",58.1
"1989-11","Education",42.5
"1989-11","Reading material (excluding textbooks)",61.3
"1989-11","Alcoholic beverages served in licensed establishments",70.9
"1989-11","Alcoholic beverages purchased from stores",73.2
"1989-11","Tobacco products and smokers' supplies",57.8
"1989-12","All-items",76.1
"1989-12","Meat",76.6
"1989-12","Fish, seafood and other marine products",75.5
"1989-12","Dairy products and eggs",79.2
"1989-12","Bakery and cereal products (excluding baby food)",79.8
"1989-12","Fruit, fruit preparations and nuts",81
"1989-12","Vegetables and vegetable preparations",75.3
"1989-12","Other food products and non-alcoholic beverages",83.6
"1989-12","Food purchased from restaurants",70.5
"1989-12","Rented accommodation",79.8
"1989-12","Mortgage interest cost",104.8
"1989-12","Homeowners' replacement cost",91.5
"1989-12","Property taxes and other special charges",70.8
"1989-12","Homeowners' home and mortgage insurance",75.7
"1989-12","Homeowners' maintenance and repairs",75.2
"1989-12","Electricity",65.5
"1989-12","Water",57.8
"1989-12","Natural gas",54.1
"1989-12","Fuel oil and other fuels",62.4
"1989-12","Communications",82
"1989-12","Child care and housekeeping services",72.6
"1989-12","Household cleaning products",92.3
"1989-12","Paper, plastic and aluminum foil supplies",76.2
"1989-12","Other household goods and services",78.6
"1989-12","Furniture",85.8
"1989-12","Household textiles",86.5
"1989-12","Household equipment",98.4
"1989-12","Services related to household furnishings and equipment",65.5
"1989-12","Clothing",84.1
"1989-12","Footwear",84.6
"1989-12","Clothing accessories, watches and jewellery",91.8
"1989-12","Clothing material, notions and services",72.9
"1989-12","Purchase of passenger vehicles",79
"1989-12","Rental of passenger vehicles",76.2
"1989-12","Gasoline",74
"1989-12","Passenger vehicle parts, maintenance and repairs",80
"1989-12","Other passenger vehicle operating expenses",56.1
"1989-12","Local and commuter transportation",57.6
"1989-12","Inter-city transportation",43.5
"1989-12","Health care goods",82
"1989-12","Health care services",65
"1989-12","Personal care supplies and equipment",88.8
"1989-12","Personal care services",67.5
"1989-12","Recreational equipment and services (excluding recreational vehicles)",135.5
"1989-12","Purchase of recreational vehicles and outboard motors",73.9
"1989-12","Operation of recreational vehicles",70
"1989-12","Home entertainment equipment, parts and services",109.8
"1989-12","Travel services",64.6
"1989-12","Other cultural and recreational services",58.3
"1989-12","Education",42.5
"1989-12","Reading material (excluding textbooks)",61.6
"1989-12","Alcoholic beverages served in licensed establishments",70.8
"1989-12","Alcoholic beverages purchased from stores",73.2
"1989-12","Tobacco products and smokers' supplies",57.8
"1990-01","All-items",76.7
"1990-01","Meat",77.8
"1990-01","Fish, seafood and other marine products",76.3
"1990-01","Dairy products and eggs",79.5
"1990-01","Bakery and cereal products (excluding baby food)",80.3
"1990-01","Fruit, fruit preparations and nuts",81.4
"1990-01","Vegetables and vegetable preparations",93.1
"1990-01","Other food products and non-alcoholic beverages",86
"1990-01","Food purchased from restaurants",70.9
"1990-01","Rented accommodation",80.1
"1990-01","Mortgage interest cost",105.8
"1990-01","Homeowners' replacement cost",92.1
"1990-01","Property taxes and other special charges",70.8
"1990-01","Homeowners' home and mortgage insurance",76
"1990-01","Homeowners' maintenance and repairs",77.2
"1990-01","Electricity",66.9
"1990-01","Water",60.3
"1990-01","Natural gas",53.7
"1990-01","Fuel oil and other fuels",69.6
"1990-01","Communications",82.3
"1990-01","Child care and housekeeping services",72.7
"1990-01","Household cleaning products",92.3
"1990-01","Paper, plastic and aluminum foil supplies",76.3
"1990-01","Other household goods and services",79.2
"1990-01","Furniture",85.8
"1990-01","Household textiles",87.4
"1990-01","Household equipment",98.4
"1990-01","Services related to household furnishings and equipment",65.5
"1990-01","Clothing",85
"1990-01","Footwear",83.2
"1990-01","Clothing accessories, watches and jewellery",92
"1990-01","Clothing material, notions and services",72.9
"1990-01","Purchase of passenger vehicles",79.3
"1990-01","Rental of passenger vehicles",76.2
"1990-01","Gasoline",75.5
"1990-01","Passenger vehicle parts, maintenance and repairs",80
"1990-01","Other passenger vehicle operating expenses",56.8
"1990-01","Local and commuter transportation",60
"1990-01","Inter-city transportation",42.6
"1990-01","Health care goods",82.3
"1990-01","Health care services",65
"1990-01","Personal care supplies and equipment",88.9
"1990-01","Personal care services",67.5
"1990-01","Recreational equipment and services (excluding recreational vehicles)",135.5
"1990-01","Purchase of recreational vehicles and outboard motors",73.9
"1990-01","Operation of recreational vehicles",70.7
"1990-01","Home entertainment equipment, parts and services",109.8
"1990-01","Travel services",61.2
"1990-01","Other cultural and recreational services",58.4
"1990-01","Education",42.5
"1990-01","Reading material (excluding textbooks)",62
"1990-01","Alcoholic beverages served in licensed establishments",71.1
"1990-01","Alcoholic beverages purchased from stores",73.7
"1990-01","Tobacco products and smokers' supplies",58
"1990-02","All-items",77.2
"1990-02","Meat",76.4
"1990-02","Fish, seafood and other marine products",76.6
"1990-02","Dairy products and eggs",80
"1990-02","Bakery and cereal products (excluding baby food)",80.5
"1990-02","Fruit, fruit preparations and nuts",83.6
"1990-02","Vegetables and vegetable preparations",102.4
"1990-02","Other food products and non-alcoholic beverages",86.9
"1990-02","Food purchased from restaurants",71
"1990-02","Rented accommodation",80.3
"1990-02","Mortgage interest cost",106.5
"1990-02","Homeowners' replacement cost",92.9
"1990-02","Property taxes and other special charges",70.8
"1990-02","Homeowners' home and mortgage insurance",76.7
"1990-02","Homeowners' maintenance and repairs",77.2
"1990-02","Electricity",67.1
"1990-02","Water",60.8
"1990-02","Natural gas",53.6
"1990-02","Fuel oil and other fuels",70.2
"1990-02","Communications",82.3
"1990-02","Child care and housekeeping services",73.4
"1990-02","Household cleaning products",92
"1990-02","Paper, plastic and aluminum foil supplies",76
"1990-02","Other household goods and services",79.8
"1990-02","Furniture",83.4
"1990-02","Household textiles",86.7
"1990-02","Household equipment",97.8
"1990-02","Services related to household furnishings and equipment",65.5
"1990-02","Clothing",86.1
"1990-02","Footwear",84.8
